Energy_keV,Counts
0.1,681
1.5655105031753787,611
3.031021006350757,560
4.496531509526135,520
5.962042012701514,522
7.427552515876893,473
8.89306301905227,457
10.35857352222765,462
11.824084025403028,450
13.289594528578407,463
14.755105031753786,471
16.220615534929166,437
17.686126038104543,450
19.151636541279924,453
20.6171470444553,436
22.08265754763068,402
23.54816805080606,405
25.013678553981435,395
26.479189057156816,369
27.944699560332193,407
29.410210063507574,396
30.87572056668295,424
32.34123106985833,394
33.80674157303371,363
35.272252076209085,349
36.737762579384466,375
38.203273082559846,362
39.66878358573522,355
41.1342940889106,353
42.59980459208598,408
44.06531509526136,395
45.530825598436735,358
46.996336101612115,350
48.461846604787496,400
49.92735710796287,395
51.39286761113825,354
52.85837811431363,358
54.32388861748901,366
55.789399120664385,373
57.254909623839765,350
58.720420127015146,377
60.18593063019052,367
61.6514411333659,360
63.11695163654128,350
64.58246213971665,307
66.04797264289203,348
67.51348314606741,336
68.97899364924278,397
70.44450415241816,371
71.91001465559354,372
73.37552515876892,363
74.8410356619443,388
76.30654616511968,364
77.77205666829506,322
79.23756717147043,348
80.70307767464581,352
82.16858817782119,366
83.63409868099657,356
85.09960918417195,346
86.56511968734733,355
88.03063019052271,374
89.49614069369808,363
90.96165119687346,355
92.42716170004884,394
93.89267220322422,350
95.3581827063996,371
96.82369320957498,372
98.28920371275036,391
99.75471421592573,381
101.22022471910111,367
102.68573522227649,361
104.15124572545187,368
105.61675622862725,433
107.08226673180263,457
108.54777723497801,416
110.01328773815338,431
111.47879824132876,407
112.94430874450414,384
114.40981924767952,397
115.8753297508549,424
117.34084025403028,414
118.80635075720566,362
120.27186126038103,406
121.73737176355641,403
123.20288226673179,459
124.66839276990717,404
126.13390327308255,435
127.59941377625793,417
129.0649242794333,389
130.5304347826087,419
131.99594528578407,400
133.46145578895946,409
134.92696629213484,380
136.3924767953102,377
137.85798729848557,376
139.32349780166095,367
140.78900830483633,351
142.2545188080117,369
143.7200293111871,350
145.18553981436247,357
146.65105031753785,400
148.11656082071323,348
149.5820713238886,346
151.047581827064,327
152.51309233023937,312
153.97860283341475,342
155.44411333659014,331
156.9096238397655,338
158.37513434294087,334
159.84064484611625,310
161.30615534929163,290
162.771665852467,330
164.2371763556424,303
165.70268685881777,327
167.16819736199315,326
168.63370786516853,316
170.0992183683439,280
171.5647288715193,277
173.03023937469467,296
174.49574987787005,276
175.96126038104543,248
177.4267708842208,292
178.89228138739617,296
180.35779189057155,326
181.82330239374693,317
183.2888128969223,272
184.7543234000977,295
186.21983390327307,273
187.68534440644845,285
189.15085490962383,263
190.6163654127992,295
192.0818759159746,264
193.54738641914997,286
195.01289692232535,279
196.47840742550073,272
197.94391792867611,263
199.40942843185147,262
200.87493893502685,276
202.34044943820223,276
203.8059599413776,282
205.271470444553,311
206.73698094772837,280
208.20249145090375,292
209.66800195407913,279
211.1335124572545,309
212.5990229604299,283
214.06453346360527,280
215.53004396678065,286
216.99555446995603,280
218.4610649731314,251
219.92657547630677,300
221.39208597948215,265
222.85759648265753,296
224.3231069858329,285
225.7886174890083,236
227.25412799218367,301
228.71963849535905,242
230.18514899853443,302
231.6506595017098,278
233.1161700048852,280
234.58168050806057,286
236.04719101123595,273
237.51270151441133,276
238.9782120175867,287
240.44372252076207,271
241.90923302393745,279
243.37474352711283,295
244.8402540302882,272
246.3057645334636,245
247.77127503663897,308
249.23678553981435,282
250.70229604298973,272
252.1678065461651,282
253.6333170493405,253
255.09882755251587,324
256.5643380556913,283
258.02984855886666,286
259.49535906204204,280
260.9608695652174,280
262.4263800683928,271
263.8918905715682,282
265.35740107474356,281
266.82291157791894,265
268.2884220810943,300
269.7539325842697,282
271.21944308744503,256
272.6849535906204,272
274.1504640937958,279
275.61597459697117,264
277.08148510014655,258
278.54699560332193,257
280.0125061064973,269
281.4780166096727,271
282.9435271128481,297
284.40903761602345,276
285.87454811919883,269
287.3400586223742,254
288.8055691255496,284
290.271079628725,309
291.73659013190036,269
293.20210063507574,262
294.6676111382511,291
296.1331216414265,275
297.5986321446019,289
299.06414264777726,299
300.52965315095264,306
301.995163654128,323
303.4606741573034,279
304.9261846604788,284
306.39169516365416,288
307.85720566682954,278
309.3227161700049,284
310.7882266731803,277
312.2537371763557,293
313.719247679531,304
315.1847581827064,281
316.65026868588177,312
318.11577918905715,315
319.58128969223253,307
321.0468001954079,318
322.5123106985833,263
